ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Natrialbales	35	107	172	39	2	80	149	59	97	139	30	249	55	3	17	27	247	74	254	74	113	37	57	3	74	51	100	45	48	19	36	104	87	89	22	20	114	21	80	26	232	147	356	100	46	18	36	69	32	14	157	93	55	114	58
Methanomicrobiales	22	58	263	32	21	242	143	128	45	62	93	401	87	12	25	42	370	115	176	92	196	34	145	18	131	104	107	160	109	21	133	139	181	136	64	42	176	46	82	74	250	165	803	164	82	124	60	126	12	32	298	274	33	58	59
Methanosarcinales	49	97	323	35	42	195	195	122	137	107	29	239	122	67	97	23	212	115	112	145	146	48	255	46	137	47	83	194	131	22	118	152	141	167	63	51	98	67	176	393	193	113	219	224	87	100	156	138	38	33	254	252	93	81	165
Methanocellales	4	4	10	3	0	4	24	7	1	4	0	14	2	0	0	4	20	15	4	5	4	1	8	0	12	7	4	1	3	0	6	0	1	5	1	2	14	2	27	0	18	8	22	12	3	2	1	0	1	4	8	4	1	1	12
Methanophagales	0	2	3	0	0	2	3	4	3	0	0	7	2	4	0	2	5	41	4	2	2	2	13	0	22	1	0	4	1	6	1	0	53	15	1	3	2	0	3	5	5	13	29	7	1	3	6	25	3	1	23	15	3	1	1
Thermoproteales	3	7	63	0	0	27	30	11	4	7	0	50	7	12	6	0	47	9	41	11	58	2	77	1	5	24	15	5	7	1	1	12	18	5	0	4	19	1	8	2	50	24	57	19	26	48	7	6	1	2	53	15	13	9	16
Sulfolobales	8	9	50	13	4	52	30	27	17	24	1	11	12	12	3	4	35	24	2	15	27	4	36	8	17	30	4	8	2	3	23	15	22	42	29	11	22	2	9	23	15	20	34	30	18	16	7	34	0	9	28	34	5	3	9
Desulfurococcales	0	2	12	0	0	6	31	1	0	7	0	13	33	2	12	2	9	3	3	2	2	3	7	2	6	13	4	3	2	1	8	5	1	3	5	2	1	4	0	11	8	2	22	2	10	6	0	10	1	0	22	12	1	6	10
Fervidicoccales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Acidilobales	1	0	13	1	0	4	5	0	0	0	0	5	26	0	2	1	4	9	4	1	2	0	1	0	14	7	1	7	6	0	2	5	1	11	0	2	3	1	0	5	13	8	4	18	3	4	6	6	0	1	8	13	1	2	4
Nitrosopumilales	4	7	33	8	2	72	68	13	8	5	0	32	2	69	2	11	17	17	2	12	5	1	135	2	29	11	20	33	3	8	107	9	56	4	5	3	1	20	35	62	14	48	23	14	6	16	47	7	3	12	23	62	7	7	43
Cenarchaeales	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0
Nitrososphaerales	8	14	7	0	1	43	15	31	5	95	0	14	29	1	2	20	11	10	1	30	8	1	20	0	25	3	10	27	2	2	39	10	8	4	20	2	5	4	6	3	12	17	21	24	2	30	55	132	5	0	28	9	3	2	1
Candidatus Nitrosocaldales	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	2	0	2	0
Candidatus Methanomethyliales	0	0	7	0	0	3	2	3	0	0	0	2	0	0	0	0	2	3	6	1	2	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	3	0	0	0	10	0	1	1	1	0	0	1	0	0	0	1	1	2	0
Nanoarchaeales	0	1	1	1	0	0	1	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	2	0	3	0	2	0	0	2	0	3	0	0	0	10	0	0	13	1	0	23	9	0	1	0	0	0	1	0	0	1	0	2	0
Candidatus Altiarchaeales	1	3	76	2	3	3	9	6	1	0	0	12	8	0	6	1	45	5	4	7	2	0	21	7	6	5	6	1	2	0	5	10	18	18	5	4	33	9	0	0	8	13	34	4	10	0	27	11	0	0	11	8	9	3	40
