ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Waddlia	0	1	2	0	0	1	2	3	0	0	0	3	3	0	1	0	0	11	0	12	0	0	1	0	0	0	2	0	0	0	1	11	1	1	0	1	1	1	0	4	2	0	4	1	11	0	1	5	0	2	0	13	3	1	0
Estrella	0	1	0	1	0	54	1	3	0	3	2	4	0	2	0	17	0	0	2	1	0	0	5	0	0	1	2	76	0	0	0	4	0	0	3	1	1	0	0	0	4	4	2	0	2	65	0	0	0	0	1	4	2	1	0
unclassified Parachlamydiales	0	0	6	0	0	1	3	5	1	3	0	5	0	0	3	0	2	2	4	0	3	1	3	1	8	9	1	3	1	0	0	5	7	134	1	102	7	0	0	4	12	6	9	1	4	1	8	3	3	27	7	4	0	16	1
unclassified Chlamydiae	1	1	6	0	0	3	1	0	0	1	0	2	0	7	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	5	1	0	0	1	1	0	0	0	0	3	1	7	5	0
Lentisphaerae: environmental samples	0	2	0	0	0	1	3	0	1	4	1	33	1	0	1	0	0	8	2	1	2	0	2	0	41	0	0	1	0	0	2	2	45	4	0	0	4	0	0	0	0	9	595	1	0	0	0	1	0	0	22	0	2	1	1
unclassified Lentisphaerae	2	18	372	5	2	258	65	29	8	32	5	532	24	16	22	40	456	44	73	126	80	4	92	0	62	590	14	156	2325	3	547	159	71	134	6	315	45	10	44	45	132	425	8666	282	18	92	22	40	8	8	222	171	30	18	86
unclassified Lentisphaerales	1	1	7	0	0	0	7	4	1	1	1	13	4	0	1	0	3	4	12	2	0	3	10	0	1	0	0	5	4	1	3	9	5	4	3	1	3	0	0	1	9	11	24	6	2	1	1	1	0	0	9	8	5	1	2
Victivallis	5	7	549	1	4	371	50	9	1	18	2	722	41	7	0	2	914	18	8	2	4	2	36	0	0	2195	13	13	5543	1	1274	751	6	574	0	754	3	0	3	3	19	692	18126	553	7	38	5	9	4	4	18	220	2	2	5
unclassified Victivallales	2	17	145	6	2	11	29	18	6	10	0	110	25	0	2	8	37	16	57	20	32	5	30	0	42	17	23	8	23	2	16	93	17	138	5	3	27	6	1	20	76	67	236	26	22	6	5	27	4	0	41	41	6	15	19
unclassified Lentisphaeria	17	93	2282	25	17	184	155	111	19	67	14	14473	2958	20	44	77	189	987	470	74	142	35	440	12	90	152	95	93	254	26	872	49979	139	11772	38	77	166	28	105	33	208	753	48230	14519	95	209	92	96	77	54	180	6803	12	76	47
unclassified PVC group	1	1	1	0	1	2	1	3	1	2	1	2	1	0	2	1	4	0	1	2	0	0	2	1	2	0	2	4	0	1	2	1	2	1	0	2	1	0	21	2	0	2	5	2	1	1	1	3	2	3	1	1	0	0	5
Fibrobacter	131	83	293	50	16	452	197	172	42	377	39	391	187	46	80	247	324	288	149	192	285	360	472	15	479	122	124	623	46	35	321	170	177	398	48	57	224	44	447	341	405	404	522	203	133	329	266	432	53	70	281	437	70	196	253
unclassified Fibrobacterales	1	2	9	4	0	25	5	2	1	0	0	6	13	0	7	0	5	7	13	3	6	14	12	0	44	10	14	4	45	0	42	4	2	1	2	7	23	0	7	5	40	4	10	30	6	3	8	56	1	15	13	7	8	13	2
unclassified Fibrobacteria	1	0	9	1	0	3	2	2	24	2	1	5	2	1	0	0	5	1	11	3	1	0	5	0	0	0	0	1	1	0	1	7	0	1	2	1	3	0	0	1	7	4	10	8	3	2	13	4	2	0	7	2	0	7	0
Candidatus Fibromonas	1	7	42	0	0	3	14	3	2	2	0	13	6	1	0	2	7	24	4	7	12	1	10	2	1	0	5	9	2	1	27	10	4	4	1	3	2	4	13	0	2	1	9	14	0	1	0	13	1	1	5	8	1	3	1
unclassified Fibrobacteres	7	4	12	7	1	21	11	6	3	21	2	24	3	0	5	6	17	9	10	6	3	0	17	0	8	3	8	26	4	3	1	15	21	13	4	2	16	3	16	15	28	22	17	7	3	3	58	2	0	1	40	12	10	17	1
unclassified Candidatus Latescibacteria	12	13	72	5	0	30	56	20	37	35	4	54	34	7	22	37	70	51	49	30	118	6	69	159	123	20	50	122	18	22	74	32	162	19	23	23	72	16	79	85	115	46	112	63	20	12	117	23	18	4	68	39	18	45	37
Gemmatimonas	13	23	61	3	0	47	64	32	17	83	4	106	40	5	15	11	73	21	61	20	128	12	48	2	105	21	53	24	27	11	18	85	24	33	12	30	57	12	117	7	85	77	167	50	24	13	16	33	14	5	59	51	21	30	20
Gemmatirosa	7	3	26	0	0	24	26	2	2	5	0	33	4	1	7	4	21	5	22	6	11	22	18	0	11	5	18	8	9	2	19	9	11	5	2	2	11	1	0	3	29	18	54	16	7	7	18	3	1	0	16	9	4	10	5
unclassified Gemmatimonadales	11	21	48	2	2	23	34	13	29	12	3	44	33	1	6	6	41	20	38	17	11	3	38	2	46	10	39	42	9	1	1	21	43	25	10	5	25	13	34	69	40	51	126	32	11	7	45	7	5	11	22	27	6	25	39
unclassified Gemmatimonadetes	100	105	530	76	35	221	316	210	52	303	32	566	234	18	108	70	519	288	472	287	189	185	298	21	195	115	304	159	217	39	204	299	160	149	73	96	344	43	293	146	595	480	896	322	119	139	198	148	67	40	307	305	225	197	144
unclassified Candidatus Hydrogenedentes	8	5	28	5	0	6	116	7	6	24	1	35	11	0	1	0	26	5	29	20	22	2	26	0	45	22	18	6	13	0	15	5	10	7	3	3	24	6	0	5	28	46	127	12	4	5	5	2	1	4	37	18	5	8	7
Candidatus Cloacimonas	0	9	10	1	0	43	2	2	1	0	1	1	1	7	10	6	2	8	1	1	5	0	2	1	2	2	4	57	2	2	0	2	7	2	8	0	1	1	4	1	5	5	3	6	0	52	1	2	0	2	0	2	0	0	4
unclassified Candidatus Cloacimonetes	7	34	113	2	2	50	25	30	12	105	9	24	29	4	31	7	87	30	43	11	334	19	76	6	129	20	52	91	14	13	24	27	29	22	16	6	71	5	107	56	36	40	80	27	15	26	67	40	18	55	64	145	15	44	21
Candidatus Syntrophosphaera	0	1	2	1	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	3	1	0	4	0	0	1	5	32	0	0	1	1	1	2	0	0	17	1	2	5	4	5	2	0	0	0	0	0	0	0	8	0	0	0	4
unclassified Candidatus Fermentibacteria	4	3	6	1	0	20	1	1	0	3	0	3	0	0	1	2	57	2	5	9	7	3	1	0	1	2	6	0	1	1	0	0	2	0	17	0	14	0	2	0	40	3	10	0	1	2	0	2	4	0	10	4	18	20	1
Candidatus Thermokryptus	0	0	0	1	0	2	21	2	1	3	0	13	1	0	1	0	1	0	1	0	1	1	21	0	2	1	0	1	8	0	0	1	1	4	0	0	0	3	2	3	0	1	3	5	0	0	0	6	0	0	3	3	0	0	0
Candidatus Chrysopegis	0	2	3	4	0	0	5	0	1	12	0	1	0	0	2	0	1	0	1	0	0	1	0	1	7	1	1	0	0	0	1	0	3	13	1	0	0	0	0	0	2	7	1	1	0	3	1	0	0	0	0	1	1	0	0
Candidatus Kryptobacter	0	0	2	0	0	1	2	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	2	0	0	2	0	1	0	0	1	1	1	1	0	1	2	0	0	0	1	2	1	2	0	1	0	0	1	0	1	1	1	0	1
Candidatus Kryptonium	0	2	0	7	1	10	17	4	18	18	2	14	4	5	1	0	8	3	0	4	0	0	6	0	0	2	18	2	2	0	1	0	15	2	1	3	1	0	32	0	0	10	1	1	2	1	1	29	0	0	5	7	0	6	1
Firmicutes: environmental samples	34238	150851	118980	30897	5886	33295	45627	58357	88907	17167	34789	69136	15764	2714	34875	2170	86133	14427	96669	78420	154942	7813	30036	4953	75929	44490	195444	2785	112212	10472	16195	79810	27592	31836	10247	24699	235723	27324	13184	7541	388554	64727	30534	66611	60976	9456	31865	38216	12192	12997	88739	89705	39733	106002	13050
Staphylococcus	3693	10319	6004	16152	11022	5078	11682	8325	11404	8546	10048	5470	4211	11455	4742	3272	3472	2071	11328	10736	8625	4304	9056	8204	8373	9671	7539	3413	3975	22655	1299	6574	9143	3903	4551	4805	7378	10719	3764	2262	19733	5786	11717	3115	6251	3113	1440	6589	15968	8386	7499	2906	1138	20473	972
Salinicoccus	10	11	47	7	52	55	66	76	14	10	4	64	28	8	11	13	43	22	24	34	31	8	83	2	14	19	31	23	8	5	9	22	31	15	13	6	25	52	9	17	44	44	51	22	14	14	16	33	3	6	91	36	18	11	20
Macrococcus	5	3	6	11	1	33	229	15	5	3	1	31	5	3	7	1	12	11	5	15	4	6	216	1	24	357	9	12	5	0	20	11	61	19	11	6	13	3	9	58	12	9	14	16	6	12	51	14	2	23	37	17	16	9	63
unclassified Staphylococcaceae	0	7	35	0	3	10	34	3	2	1	0	2	16	1	21	0	1	0	0	1	9	0	54	1	4	7	3	2	3	0	4	5	9	7	6	2	2	1	1	2	11	18	6	1	0	0	0	6	0	0	4	4	3	0	5
Jeotgalicoccus	3	3	17	2	3	7	33	11	5	4	3	30	3	10	8	2	24	33	10	14	16	1	45	3	28	8	6	23	7	4	47	5	43	23	12	5	6	3	20	7	17	21	23	12	3	4	1	13	3	11	46	33	0	6	5
Nosocomiicoccus	0	2	3	0	0	0	2	1	6	5	0	11	1	3	1	1	0	0	0	1	0	0	0	1	2	5	6	0	1	0	0	3	9	2	0	1	4	2	0	0	4	9	3	2	1	1	3	1	0	0	2	7	0	0	1
Abyssicoccus	0	0	0	0	0	0	2	0	0	12	0	4	0	0	0	1	0	1	0	0	0	9	3	0	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	2
Auricoccus	1	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	2	0	0	0	1	7	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	6	1	0	0	1	2
Marinococcus	1	7	11	0	0	2	5	11	3	8	0	8	5	0	14	2	22	3	2	3	4	3	21	1	0	4	3	4	6	2	3	7	4	4	4	2	14	12	4	4	10	23	23	6	5	14	1	3	0	1	5	6	5	5	1
Bacillus	1104	1815	4932	6915	1425	3267	5597	3070	1744	2780	492	3003	1839	1778	2737	1437	2626	2149	1395	1342	2583	2540	9500	1269	4411	2483	2169	7421	1398	959	2661	2194	26779	4300	2178	1555	2805	1464	2525	3672	4196	3992	5210	2812	1767	4540	1700	2971	864	5275	4030	3821	2312	1567	5176
Amphibacillus	6	9	27	10	4	26	24	23	8	12	5	18	10	7	8	1	23	6	1	7	15	10	84	3	13	9	15	31	6	9	16	11	20	9	5	2	4	11	14	6	20	21	23	12	7	7	9	21	3	1	7	22	8	5	6
Halobacillus	1	3	17	2	2	14	27	10	6	8	3	15	4	7	13	0	7	23	8	1	6	37	100	92	6	14	5	3	1	6	8	16	13	7	6	7	1	4	24	19	12	7	22	18	8	3	5	4	96	6	39	21	3	4	6
Gracilibacillus	31	16	57	16	8	30	47	39	36	34	5	38	12	38	36	8	24	41	10	18	22	8	111	14	71	71	30	24	10	2	39	41	90	46	80	12	10	9	50	24	35	35	47	78	11	20	40	33	7	29	111	86	58	7	37
Virgibacillus	26	27	83	32	13	28	125	92	38	26	9	96	25	69	51	15	96	73	36	53	24	12	246	18	68	56	85	68	35	17	51	35	164	79	44	16	91	52	46	81	84	38	101	52	52	29	15	66	19	29	97	89	691	20	93
Geobacillus	16	17	59	16	2	44	89	52	23	89	9	69	14	151	43	11	82	57	67	58	102	10	38	14	31	19	53	26	17	9	26	72	117	46	14	21	80	34	14	15	77	65	92	39	39	31	13	55	28	114	164	104	13	34	23
Anoxybacillus	8	17	178	7	5	161	77	210	15	96	5	52	96	30	34	77	43	28	16	42	66	8	286	13	46	28	14	304	19	2	86	177	73	214	15	31	37	9	95	56	52	117	139	197	10	171	65	100	10	22	46	172	7	20	35
Lentibacillus	0	4	10	3	0	5	19	7	0	8	1	17	4	4	1	2	9	6	5	4	1	1	15	3	5	8	4	34	3	0	17	5	18	7	5	2	9	6	13	24	20	4	13	2	4	5	0	9	1	1	8	14	0	3	12
Oceanobacillus	20	34	98	71	46	72	114	74	46	97	12	92	26	62	52	37	99	51	26	61	35	16	330	17	114	131	60	152	27	11	57	45	225	61	64	25	80	26	52	92	101	71	74	46	39	67	30	83	16	31	140	90	61	39	99
unclassified Bacillaceae	0	0	8	3	4	6	2	25	4	5	1	0	0	14	7	0	6	14	0	5	3	0	18	5	2	0	4	0	1	0	7	2	3	4	0	3	10	4	21	11	6	7	20	11	4	8	4	10	22	2	3	7	3	2	3
Paraliobacillus	3	3	8	1	2	11	12	14	11	0	0	13	4	4	10	3	15	7	8	5	6	4	90	9	13	8	0	6	7	1	2	2	52	9	11	0	4	1	11	25	5	47	10	4	20	6	3	17	3	4	18	24	2	15	19
Tenuibacillus	1	2	3	1	0	5	11	0	3	1	1	5	16	2	6	2	1	2	0	1	1	0	39	1	0	6	4	2	2	3	0	2	33	0	3	2	2	1	2	2	12	1	6	2	0	1	1	1	0	0	10	0	8	0	3
Pontibacillus	22	6	47	3	1	11	44	4	5	4	0	17	0	6	6	3	5	6	8	4	15	4	28	1	3	6	7	6	1	4	1	8	49	8	1	3	4	2	3	8	8	4	14	0	4	3	3	27	0	6	5	9	3	2	44
Halolactibacillus	1	1	2	0	2	55	8	0	1	18	0	19	0	1	0	0	6	1	2	0	3	1	10	0	30	1	2	3	1	0	0	1	12	4	0	0	2	1	0	5	3	7	5	2	0	45	5	2	0	0	14	2	3	0	15
Salinibacillus	1	1	5	0	0	7	5	3	5	3	1	2	7	3	5	0	5	1	1	2	1	1	11	1	2	0	1	8	1	2	5	1	5	2	5	3	1	2	8	0	7	6	10	4	3	2	1	3	0	1	4	2	1	0	1
Alkalibacillus	0	0	5	1	5	12	4	0	3	0	1	4	1	3	0	0	4	1	1	2	0	0	11	3	1	5	2	3	0	0	6	2	16	4	4	1	2	1	0	5	17	1	5	2	1	22	1	5	0	1	3	1	0	0	6
Thalassobacillus	2	8	44	29	0	14	8	9	11	3	1	8	35	7	13	5	7	1	0	4	13	2	36	16	3	5	15	2	25	7	6	9	14	4	4	9	18	11	1	115	22	10	29	4	3	3	6	19	2	2	5	4	6	1	58
Salimicrobium	5	11	15	6	0	16	22	30	5	12	2	32	4	11	16	6	25	26	9	9	12	3	16	2	46	25	5	17	9	2	21	5	16	15	16	3	8	3	19	8	20	23	10	7	4	9	8	38	1	8	26	23	10	7	5
Halalkalibacillus	0	3	10	2	0	12	1	3	5	5	1	7	0	1	10	1	5	4	3	8	3	0	14	2	14	1	3	11	0	1	2	0	14	5	0	2	3	2	4	0	25	8	6	0	6	5	0	6	0	1	10	11	0	1	5
Lysinibacillus	28	53	144	40	43	238	287	141	57	730	17	138	99	125	130	48	146	93	23	84	80	379	456	42	338	159	89	255	55	22	130	153	320	265	68	35	372	34	77	167	127	249	161	124	55	234	658	244	46	103	229	221	43	34	174
Salsuginibacillus	1	12	18	6	0	0	2	2	4	2	1	8	1	1	2	1	2	4	4	3	7	1	12	1	5	0	2	5	0	6	1	8	0	3	3	2	2	1	0	11	3	4	4	6	6	3	1	2	0	2	5	7	0	4	7
Terribacillus	7	9	43	3	1	14	11	7	1	29	1	10	14	6	2	3	10	39	4	2	12	1	125	7	7	16	7	7	8	2	4	14	31	6	1	5	1	6	3	6	11	18	12	8	4	38	3	54	5	5	20	8	3	5	2
Sediminibacillus	0	0	17	1	2	10	23	5	4	7	0	6	8	3	4	1	171	60	4	1	28	0	8	0	6	7	4	6	0	0	3	11	144	4	3	0	9	2	7	202	12	7	7	15	3	3	2	5	0	1	12	3	5	3	170
Anaerobacillus	1	1	9	5	2	6	2	2	7	0	0	3	4	0	1	0	1	10	0	15	3	1	7	2	4	3	0	3	2	2	4	0	7	8	7	3	3	3	5	0	3	6	5	3	1	4	0	17	0	1	11	4	4	2	2
Aeribacillus	0	0	6	2	1	1	12	10	8	3	0	5	6	2	0	0	4	8	3	6	0	1	59	0	2	14	4	0	5	1	3	7	4	3	4	4	5	1	12	0	7	11	5	8	1	1	6	5	1	3	3	6	1	1	0
Psychrobacillus	29	5	31	7	7	30	50	38	26	20	2	32	10	34	34	10	35	18	6	7	6	7	348	7	31	22	9	56	10	19	105	18	59	12	18	15	22	14	63	93	9	63	39	35	8	58	34	55	5	25	34	52	12	6	58
Falsibacillus	0	0	5	0	5	5	35	3	2	0	5	21	0	1	4	1	3	5	3	2	3	2	19	0	2	1	6	4	1	1	3	5	18	8	5	1	2	2	3	9	17	1	30	10	4	3	0	1	0	0	15	16	2	3	16
Caldibacillus	5	5	69	3	1	2	12	9	0	7	2	20	6	8	6	1	8	5	26	3	7	1	4	2	12	1	10	4	3	3	2	17	11	26	1	2	20	3	3	1	30	11	20	4	4	1	10	47	1	0	21	9	8	7	5
Fictibacillus	15	23	50	8	5	46	65	33	23	45	3	60	18	20	26	8	32	14	27	52	30	1	54	15	44	35	32	66	12	9	30	31	50	78	24	126	31	10	40	112	51	32	47	45	17	16	21	35	7	18	57	68	13	13	64
Allobacillus	0	0	2	0	1	1	7	3	3	5	0	4	13	1	4	1	5	0	7	3	1	3	6	2	3	32	4	5	0	16	0	0	17	3	2	0	18	3	8	7	7	5	10	3	3	1	4	2	0	19	8	6	7	3	5
Streptohalobacillus	1	1	1	2	1	9	0	9	0	1	2	4	0	0	1	4	5	0	0	1	3	1	26	2	5	10	8	5	2	5	37	0	4	8	3	3	4	3	2	16	1	14	1	0	4	22	1	7	2	15	7	2	2	4	2
Domibacillus	2	4	11	92	0	73	102	6	6	10	0	16	10	1	2	23	8	4	4	4	5	12	105	0	7	1	2	136	3	5	11	4	22	4	12	1	6	1	60	18	9	7	13	6	1	87	100	9	0	4	11	13	0	3	38
Tepidibacillus	8	3	13	1	2	8	5	5	10	8	1	9	4	19	8	1	9	33	1	11	4	17	93	3	2	3	19	63	3	3	53	28	12	8	3	6	5	0	49	8	30	2	13	8	13	18	37	11	8	8	13	7	9	8	6
Pseudogracilibacillus	1	1	6	1	0	20	14	3	0	4	3	6	2	2	4	0	5	2	0	29	3	26	13	0	14	8	2	4	1	3	21	3	10	3	0	0	0	0	0	1	2	4	14	2	0	5	14	0	1	2	8	17	0	2	8
Thermolongibacillus	2	1	2	0	0	1	5	34	5	4	1	4	0	7	0	0	1	22	17	0	4	0	6	1	2	0	1	7	1	0	14	8	8	1	1	0	2	0	26	0	3	5	11	3	4	2	1	3	0	2	16	7	0	3	2
Pelagirhabdus	0	0	1	2	4	9	4	1	2	4	1	0	6	11	1	0	3	1	1	2	0	0	12	4	11	1	4	20	2	1	2	2	5	1	2	3	2	4	1	9	6	1	6	0	0	0	1	4	1	4	1	1	2	2	2
Melghiribacillus	0	3	6	0	0	4	19	7	1	5	0	3	3	2	1	1	8	5	2	3	4	1	12	4	1	5	5	21	2	1	0	3	35	2	8	1	6	3	0	7	7	8	16	9	1	2	3	1	2	1	8	5	8	3	6
Edaphobacillus	2	3	5	2	0	8	7	10	3	6	2	7	10	1	1	1	7	5	12	8	2	5	12	0	4	7	13	1	5	0	0	3	5	1	5	3	14	2	44	2	47	72	13	2	11	1	4	4	1	3	12	2	7	20	1
Salibacterium	2	2	25	3	4	19	15	32	5	4	3	35	11	5	4	5	6	8	11	11	21	3	21	4	24	11	11	4	12	6	4	20	58	13	5	6	8	14	5	14	20	20	26	13	13	9	18	9	2	68	20	14	13	5	11
Salipaludibacillus	8	6	10	3	4	12	32	6	17	2	3	22	12	14	5	3	15	7	38	3	22	8	94	8	7	8	13	13	10	1	13	7	49	14	8	3	12	5	7	5	23	21	19	12	12	2	8	10	3	3	40	49	4	13	6
Parageobacillus	5	7	29	3	2	12	28	13	3	50	1	30	3	4	1	6	32	96	5	5	8	7	63	0	16	5	4	83	9	2	18	22	18	13	15	6	10	2	66	17	33	12	43	6	120	20	22	18	3	10	27	36	1	2	11
Aureibacillus	0	2	8	0	2	2	4	2	0	2	3	5	0	8	0	1	11	6	4	1	2	0	7	4	11	16	8	2	2	0	0	6	6	1	2	2	4	0	1	6	11	2	4	1	0	7	12	4	0	4	3	17	0	1	10
Alkalicoccus	1	1	9	1	3	5	21	4	0	2	1	4	11	1	2	7	12	0	1	1	1	1	9	1	6	2	10	62	1	1	1	4	11	22	11	2	1	9	1	10	10	9	4	4	1	1	3	9	1	1	13	3	4	2	4
Pradoshia	2	3	7	1	0	11	7	5	4	3	0	8	4	4	3	6	11	19	2	0	3	0	8	1	2	3	2	30	0	0	7	3	1	8	0	2	1	0	9	5	2	8	13	8	4	1	5	14	0	2	13	14	2	0	4
'Salicibibacter' Jang et al. 2018	1	9	22	2	0	2	5	1	3	0	2	13	1	9	1	1	6	3	2	1	10	0	4	3	0	3	9	0	3	1	0	5	5	1	9	4	13	1	0	1	23	2	7	2	6	1	0	4	1	1	6	2	12	2	0
Planococcus	5	28	76	5	12	44	101	53	22	17	14	53	65	19	16	53	66	26	31	37	28	5	81	5	78	55	29	157	18	14	19	39	102	36	21	18	53	19	141	115	190	163	64	27	31	18	153	35	7	11	118	105	25	24	54
Sporosarcina	15	31	139	7	6	45	83	60	17	26	1	61	14	44	25	19	80	55	21	34	49	38	173	12	58	27	37	84	18	4	37	52	135	73	12	11	75	21	26	87	94	81	71	63	24	64	34	20	10	29	91	95	13	37	74
Kurthia	4	6	28	9	22	57	36	74	14	13	7	34	7	25	17	3	25	19	5	22	48	4	213	14	16	106	43	17	13	25	80	13	82	32	23	10	16	16	10	51	25	18	35	9	11	8	19	15	47	34	46	18	12	37	25
Filibacter	3	4	3	1	1	2	1	5	2	0	0	0	1	1	12	0	11	4	1	0	0	0	5	0	3	0	1	0	1	1	4	0	0	2	10	1	2	1	6	2	13	1	5	1	1	3	0	2	0	2	2	5	2	1	1
Jeotgalibacillus	1	13	45	2	1	19	25	19	9	9	3	17	4	1	4	3	6	3	6	13	27	1	32	5	16	6	7	35	2	2	3	11	26	10	13	2	11	6	3	19	28	17	12	38	8	6	5	21	2	2	14	10	14	3	23
Ureibacillus	2	12	25	2	1	30	28	5	12	44	2	16	4	11	0	2	20	4	0	6	14	56	18	2	8	25	8	7	2	0	9	15	14	17	1	2	2	3	32	26	9	2	14	6	1	3	0	2	5	0	1	23	4	3	16
Planomicrobium	6	29	144	2	0	26	27	22	5	9	8	32	39	4	6	4	14	38	11	15	108	25	22	1	11	12	51	17	55	1	13	58	9	24	5	2	14	1	38	2	19	42	31	7	14	10	6	71	3	4	15	30	4	11	6
Solibacillus	1	11	32	2	2	13	61	1	8	4	1	33	19	4	9	3	10	8	3	1	20	18	37	2	12	15	10	31	1	3	5	29	20	17	5	2	8	7	35	48	23	10	21	9	8	6	3	10	2	17	23	35	22	5	35
Rummeliibacillus	6	9	49	5	3	8	20	41	10	1	8	8	18	5	1	21	11	13	2	14	21	1	14	4	49	24	7	109	8	30	5	25	21	30	3	2	15	10	19	14	12	16	33	17	15	5	13	15	4	22	21	13	7	0	5
Bhargavaea	2	6	23	3	0	1	14	8	12	2	0	17	3	0	0	2	8	1	11	10	7	3	9	1	8	2	9	5	5	0	2	10	12	13	6	8	6	1	2	0	16	7	20	7	1	1	2	0	1	0	12	28	6	19	6
unclassified Planococcaceae	8	0	18	2	6	6	9	28	5	0	2	4	2	4	4	2	13	7	3	7	1	6	144	3	25	16	12	5	5	2	1	8	24	6	3	4	2	25	3	8	11	11	9	13	10	0	2	12	5	8	7	20	5	5	11
Tetzosporium	1	2	1	0	0	7	7	3	4	3	1	4	1	9	1	1	2	0	1	1	1	0	7	0	2	17	1	2	2	3	144	35	10	3	3	2	0	0	1	0	27	18	4	2	0	0	1	31	2	0	5	15	1	3	4
Listeria	40	23	87	18	84	86	359	220	36	61	17	113	70	95	43	17	124	61	27	49	69	66	258	53	91	58	220	158	25	50	139	99	282	100	53	47	87	33	188	166	106	184	123	222	54	90	201	102	23	230	253	184	61	102	174
Brochothrix	2	2	2	1	0	55	6	1	5	20	1	5	1	3	1	0	7	1	0	0	1	0	6	1	4	3	1	6	1	2	1	6	0	4	0	1	1	4	21	34	3	3	8	2	2	0	1	1	4	6	9	7	2	3	9
Sporolactobacillus	15	21	110	5	5	16	82	52	4	43	4	58	8	43	5	5	44	20	34	25	52	12	59	17	15	71	20	81	7	9	8	40	90	35	23	20	47	7	19	42	46	17	53	17	71	36	65	30	15	9	54	70	7	19	29
Tuberibacillus	2	3	8	0	1	5	2	0	1	3	0	7	0	1	0	1	3	3	4	5	10	1	8	0	1	3	7	0	2	1	1	3	15	2	1	2	7	3	0	11	15	8	5	2	2	1	0	6	1	0	3	3	3	3	4
Sinobaca	2	2	3	3	1	27	8	2	1	6	1	5	0	6	6	1	0	9	15	4	5	0	20	7	20	1	4	5	2	1	31	4	81	2	2	1	2	6	5	11	2	3	14	0	7	8	0	5	1	4	23	13	11	8	2
Scopulibacillus	2	9	14	2	0	5	8	11	3	21	0	10	2	2	1	2	6	6	3	1	6	0	3	0	8	26	17	6	2	1	0	18	22	1	1	1	8	2	1	7	15	3	11	12	2	5	5	0	2	2	14	11	3	4	4
unclassified Sporolactobacillaceae	1	2	15	3	2	5	33	31	7	4	1	14	5	4	1	3	11	4	0	8	3	24	29	3	15	30	3	5	3	2	4	5	12	3	8	0	4	5	0	6	9	9	21	4	2	12	6	4	2	2	8	12	4	3	8
Paenibacillus	632	1027	3556	577	330	1092	1966	1788	477	972	325	3133	1359	735	1061	519	2531	1469	1424	1156	2215	644	1954	354	1763	1271	1245	2213	803	289	910	1952	2915	1319	636	585	2148	608	1422	1478	3966	2431	2560	1334	841	2177	1020	1263	298	587	2885	1934	913	1078	1048
Brevibacillus	27	39	172	14	11	127	263	92	43	89	114	299	66	52	24	26	382	97	95	141	72	15	207	10	120	103	77	276	56	11	57	102	597	24	87	42	95	34	108	136	187	245	222	114	71	63	42	56	56	41	179	218	94	85	94
Thermobacillus	9	16	23	9	2	7	30	27	6	6	4	119	3	3	2	2	53	7	51	35	18	5	22	0	4	14	34	4	16	1	1	41	18	6	3	18	45	4	11	0	66	33	47	8	47	6	9	8	1	3	39	16	19	18	4
unclassified Paenibacillaceae	49	89	142	6	2	62	115	79	12	105	9	140	21	23	47	7	141	89	124	58	67	13	91	2	52	37	103	70	39	12	87	90	103	51	55	6	111	10	110	63	284	148	180	63	48	35	39	91	15	9	183	73	49	79	31
Cohnella	63	44	211	63	11	54	137	123	48	58	8	262	71	72	41	16	211	97	221	87	96	35	121	11	73	79	110	42	97	23	42	122	191	94	13	58	193	39	31	46	427	192	279	99	62	25	102	85	30	17	318	121	98	125	67
Saccharibacillus	8	15	61	5	4	34	57	30	12	64	73	63	50	6	5	24	45	30	39	28	30	4	41	3	13	40	51	32	8	9	14	50	29	15	4	18	30	6	56	77	131	31	83	21	24	15	109	30	7	11	66	30	7	25	31
Fontibacillus	20	4	21	1	3	26	13	13	5	11	0	14	6	2	5	8	18	9	20	8	9	2	19	2	4	4	7	40	15	2	2	8	14	15	8	2	17	3	3	2	43	10	27	9	8	40	13	2	1	2	36	11	6	12	1
