	A14.tsv	A21.tsv	A22.tsv	A27.tsv	A28.tsv	A3.tsv	A31.tsv	A34.tsv	A37.tsv	A39.tsv	A40.tsv	A43.tsv	A44.tsv	A46.tsv	A49.tsv	A5.tsv	A52.tsv	A53.tsv	A57.tsv	A65.tsv	A66.tsv	A67.tsv	A7.tsv	A73.tsv	A75.tsv	A8.tsv	A9.tsv	B10.tsv	B15.tsv	B18.tsv	B2.tsv	B20.tsv	B3.tsv	B30.tsv	B31.tsv	B32.tsv	B33.tsv	B34.tsv	B35.tsv	B36.tsv	B37.tsv	B43.tsv	B49.tsv	B51.tsv	B53.tsv	B54.tsv	B58.tsv	B59.tsv	B6.tsv	B61.tsv	B74.tsv	B78.tsv	B9.tsv	C1.tsv	C16.tsv	C18.tsv	C2.tsv	C25.tsv	C3.tsv	C30.tsv	C33.tsv	C8.tsv	REF_GCA_000154465	REF_GCA_001915335
UniRef90_B0MZP6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0
UniRef90_B0MZP7	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0
UniRef90_B0MZP8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0
UniRef90_B0MZP9	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0
UniRef90_B0MZQ0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZQ1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZQ2	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZQ3	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZQ4	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZQ5	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZQ6	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZQ7	0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZQ8	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZQ9	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZR2	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZR3	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR4	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR5	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR6	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZR7	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZR8	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZR9	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZS0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZS1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZS2	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZS3	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZS4	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZS5	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZS6	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZS7	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZS8	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZS9	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZT0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZT1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
UniRef90_B0MZT2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UniRef90_B0MZT3	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZT5	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZT6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZT7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UniRef90_B0MZT8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZT9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
UniRef90_B0MZU0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU2	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU3	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU4	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU5	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZU6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZU7	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZU8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZU9	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZV0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0
UniRef90_B0MZV1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZV2	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZV3	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZV4	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZV5	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZV6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZV7	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZV8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZV9	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0
UniRef90_B0MZW0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW2	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZW3	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW4	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW5	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZW7	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZW8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
UniRef90_B0MZW9	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
UniRef90_B0MZX0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0
UniRef90_B0MZX1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0
UniRef90_B0MZX2	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0
UniRef90_B0MZX3	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0
UniRef90_B0MZX4	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0
UniRef90_B0MZX5	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0
UniRef90_B0MZX6	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0
UniRef90_B0MZX7	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0
UniRef90_B0MZX8	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0
UniRef90_B0MZX9	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0
UniRef90_B0MZY0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UniRef90_B0MZY6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UniRef90_B0MZY7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZY8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZZ0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
UniRef90_B0MZZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_B0MZZ2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
