SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
unclassified Nocardioidaceae	6	4	4	0	2	1	9	0	5	1	0	3	0	2	0	0	11	5	1	0	1	0	0	1	1	0	0
Actinopolymorpha	0	10	0	2	13	1	61	0	17	1	2	10	3	1	0	0	16	19	1	4	2	1	0	0	0	1	2
Kribbella	26	126	25	12	29	25	200	27	145	18	4	51	40	8	17	16	151	122	10	28	22	5	1	11	5	3	16
Propionicicella	0	9	0	1	6	6	21	3	12	1	1	14	4	3	1	1	17	9	0	2	3	1	1	1	0	0	3
unclassified Propionibacteriales	4	4	1	1	3	3	15	5	14	2	0	5	4	14	1	1	5	0	0	1	4	0	0	1	1	0	2
Amycolatopsis	51	256	45	21	45	29	413	51	309	39	18	215	38	31	49	25	451	377	45	69	65	32	3	10	4	5	41
Saccharopolyspora	17	73	6	6	12	10	137	14	73	13	5	56	15	15	12	8	79	70	7	18	24	6	0	3	2	0	17
Pseudonocardia	36	186	51	11	53	35	412	30	276	24	9	142	32	23	29	19	292	241	24	41	60	19	0	10	3	4	37
Saccharomonospora	20	45	15	8	19	12	126	20	120	15	6	42	16	16	19	3	75	87	6	17	14	3	2	3	3	1	7
Kibdelosporangium	58	53	13	2	7	20	85	12	61	24	5	36	39	7	11	10	105	46	7	33	13	4	1	0	13	2	26
Saccharothrix	5	43	9	4	17	5	85	18	54	4	2	28	11	3	9	4	62	54	2	9	9	1	0	1	0	1	5
Actinokineospora	24	78	14	6	12	9	124	33	88	7	2	55	21	6	13	9	121	110	1	28	19	8	2	2	0	7	14
Actinosynnema	2	37	9	4	7	3	43	6	29	2	3	8	3	3	3	2	45	45	7	8	2	6	0	0	1	2	5
Kutzneria	1	10	4	1	5	5	27	141	19	6	3	8	1	2	2	2	24	24	2	1	9	1	0	0	0	0	1
Actinoalloteichus	2	15	2	1	3	3	29	5	28	4	3	19	6	4	2	0	27	23	4	2	8	1	1	5	1	0	1
Crossiella	22	44	7	6	7	5	44	4	24	1	0	25	15	3	1	1	22	9	0	15	9	2	0	2	3	0	14
Prauserella	7	53	5	2	7	6	75	2	53	3	2	45	5	5	9	2	70	45	10	11	14	3	0	0	1	1	3
Lentzea	21	97	24	4	36	12	199	25	118	18	7	77	34	18	16	6	111	107	15	49	34	9	5	1	1	2	14
Lechevalieria	5	32	7	2	0	7	35	7	78	4	2	22	3	6	8	3	69	42	13	9	3	0	0	0	1	1	9
Goodfellowiella	1	17	2	3	4	19	40	15	19	0	3	13	1	4	3	4	31	29	1	5	3	0	1	0	1	0	8
Actinomycetospora	78	48	13	7	7	4	50	11	44	5	5	42	46	3	3	7	142	62	6	5	10	1	2	2	1	2	10
Umezawaea	0	10	1	3	11	2	38	8	18	1	0	10	3	2	1	0	15	23	1	3	2	0	1	1	1	3	4
Sciscionella	2	34	7	0	22	10	102	10	37	5	0	10	6	2	2	4	50	27	2	9	12	4	0	2	0	1	9
Alloactinosynnema	4	31	6	3	16	5	65	5	22	0	1	18	4	2	7	1	19	27	2	3	4	3	0	0	4	2	5
Actinophytocola	3	13	1	4	1	7	17	1	16	1	1	11	1	0	1	3	22	17	1	3	4	0	0	0	1	1	1
Labedaea	3	19	5	1	22	6	143	11	33	3	1	9	2	3	5	1	30	32	0	2	10	1	0	2	0	0	2
Yuhushiella	0	12	1	1	5	2	8	3	12	1	1	9	2	0	2	0	10	11	0	4	0	0	0	1	0	0	0
Gandjariella	3	8	1	0	1	0	21	4	18	0	0	5	3	5	2	0	20	17	0	1	1	1	0	4	0	0	2
unclassified Pseudonocardiales	0	12	2	0	11	5	38	2	7	1	2	15	1	1	7	1	30	19	10	5	4	1	1	0	2	5	3
Streptomyces	1052	3866	751	398	1337	927	8095	1016	5233	629	293	3181	976	457	708	435	6139	5581	451	1021	1181	346	87	159	120	121	729
Kitasatospora	23	129	26	16	27	25	187	23	212	14	3	138	23	10	16	9	197	149	10	17	32	5	2	0	4	1	22
Streptacidiphilus	6	73	17	5	34	23	145	11	96	6	2	61	14	5	5	6	87	80	6	11	12	7	0	0	1	2	25
unclassified Streptomycetaceae	1	11	0	0	1	0	26	3	11	1	1	5	1	1	0	1	11	9	0	1	4	0	0	0	0	0	1
Microtetraspora	2	6	0	0	0	2	26	2	17	0	1	7	1	3	3	0	19	20	1	1	4	3	0	0	1	1	0
Streptosporangium	21	67	16	7	20	23	142	12	86	6	3	49	22	11	13	4	49	90	9	8	12	5	3	0	1	4	6
Microbispora	7	38	6	6	29	8	112	19	80	1	3	35	2	8	4	5	67	46	5	9	8	1	0	1	3	2	13
Herbidospora	1	38	6	3	8	11	26	9	41	6	3	31	3	1	4	2	27	36	2	11	6	2	0	1	2	1	7
Planobispora	2	9	5	2	7	2	45	4	19	1	0	13	4	5	3	1	26	17	2	7	3	1	0	0	0	0	3
Nonomuraea	21	93	23	9	40	14	224	24	138	19	7	93	18	25	18	8	186	140	11	27	26	7	4	5	4	3	26
Acrocarpospora	5	15	3	1	5	3	39	3	31	3	3	21	3	2	3	8	42	37	1	3	2	4	0	0	0	1	4
Thermoactinospora	2	11	7	1	6	7	21	2	26	6	1	12	3	1	4	0	15	32	1	6	3	1	0	0	0	0	1
Actinomadura	51	344	36	21	160	398	682	163	585	33	13	784	36	18	29	15	674	652	28	62	433	18	2	11	3	6	31
Thermomonospora	1	46	9	6	4	5	38	3	32	3	1	17	3	4	7	0	40	20	3	5	10	0	0	0	1	0	2
Nocardiopsis	6	78	16	4	23	10	184	17	121	7	6	50	18	10	8	4	50	69	9	17	20	2	0	1	10	0	14
Thermobifida	2	23	2	2	2	0	16	1	5	2	8	5	3	1	1	0	17	6	0	0	1	1	0	0	0	0	5
Streptomonospora	2	30	3	3	4	3	31	3	18	0	1	11	2	1	2	0	13	17	1	9	2	1	1	0	0	0	4
Marinactinospora	2	9	1	0	2	7	22	3	6	1	2	8	1	7	0	1	8	11	1	1	4	0	2	0	2	0	2
Murinocardiopsis	9	8	4	0	1	3	11	21	24	0	1	5	6	1	2	2	20	10	2	3	1	3	0	1	1	2	3
Actinorugispora	4	10	1	2	5	0	11	4	24	2	0	6	2	2	5	2	20	15	0	3	3	4	0	0	0	0	3
Marinitenerispora	4	9	0	0	0	0	20	1	9	4	2	7	8	1	2	1	25	22	0	4	2	0	0	0	1	0	4
Allonocardiopsis	1	12	2	1	1	5	31	2	17	1	0	13	2	2	0	1	14	10	2	1	2	0	0	0	0	0	1
Frankia	47	174	36	13	44	24	272	37	162	28	10	96	57	15	19	16	244	180	16	42	31	10	3	1	2	9	16
Motilibacter	3	6	3	1	6	5	33	5	18	3	0	6	4	2	7	1	16	27	1	2	8	0	0	1	0	0	3
unclassified Frankiales	1	6	3	0	8	1	21	0	4	0	0	9	5	1	0	1	5	4	0	2	1	0	0	0	0	0	2
Glycomyces	25	74	15	8	22	16	163	19	114	21	7	54	20	15	20	9	129	103	13	27	14	6	0	0	1	0	12
Actinospica	3	14	3	1	7	6	43	3	21	1	2	12	4	3	5	1	31	18	1	9	4	0	0	0	0	0	4
Catenulispora	3	29	2	3	21	1	102	7	50	12	0	24	4	5	5	7	60	31	0	4	5	2	1	1	1	0	3
Actinopolyspora	2	28	6	6	11	10	39	10	35	10	6	13	7	14	3	2	42	15	3	3	15	9	2	5	0	4	8
Kineococcus	0	10	2	2	1	4	15	3	18	2	0	9	0	1	2	0	18	23	3	4	3	1	1	0	0	0	3
Kineosporia	2	16	3	3	6	1	19	8	37	5	0	18	6	3	7	1	21	28	1	3	4	0	0	1	6	0	2
Quadrisphaera	3	6	2	0	0	2	21	0	24	0	0	15	7	1	3	0	14	40	2	4	4	0	0	0	0	0	2
Pseudokineococcus	2	4	1	0	2	2	16	7	10	0	1	6	4	0	3	1	11	12	0	5	0	0	0	0	0	2	1
Jiangella	9	42	10	4	14	16	109	11	61	7	0	52	7	9	10	5	67	71	4	11	10	7	0	2	0	2	6
Haloactinopolyspora	1	7	1	1	3	1	30	2	17	2	0	8	0	1	2	2	10	12	1	1	8	5	0	6	0	0	3
Phytoactinopolyspora	2	29	3	3	4	2	30	8	27	4	0	14	2	3	3	7	58	21	2	7	0	2	0	1	0	0	3
Geodermatophilus	14	85	17	5	26	22	180	11	103	10	2	76	14	10	9	7	165	101	5	25	11	8	1	0	2	1	16
Blastococcus	4	38	8	1	4	12	82	8	35	7	6	43	9	3	9	10	118	63	3	11	10	6	2	2	0	0	7
Modestobacter	5	30	3	1	12	4	91	15	34	5	1	26	5	7	6	1	73	26	5	7	7	2	0	0	0	0	7
Cumulibacter	4	4	1	0	4	2	10	2	7	1	0	6	5	0	3	0	5	13	0	1	0	0	0	0	0	0	1
Klenkia	4	20	0	0	1	2	11	5	11	1	0	14	1	3	1	0	13	12	0	2	1	0	0	0	0	0	0
Nakamurella	8	25	6	3	3	12	41	5	46	0	0	23	9	4	5	1	31	27	0	7	6	0	0	2	0	2	1
Candidatus Planktophila	120	45	5	3	6	13	14	7	42	2	2	3	69	8	3	12	62	7	7	7	15	2	1	5	0	9	3
Candidatus Nanopelagicus	10	31	4	0	2	4	5	8	7	1	0	1	13	2	0	4	3	1	2	0	8	1	0	0	0	3	1
unclassified Candidatus Nanopelagicales	2	4	1	0	0	1	8	1	6	0	0	1	2	0	0	0	2	8	1	4	0	0	0	0	0	0	0
Sporichthya	1	4	3	1	1	0	12	1	6	1	1	5	1	2	0	1	15	12	3	1	1	0	0	0	0	0	1
Epidermidibacterium	1	5	3	2	8	4	17	1	13	1	1	7	3	1	3	1	13	17	4	2	0	0	0	0	0	0	2
unclassified Actinobacteria (class) (miscellaneous)	205	819	181	97	334	208	1610	244	1103	129	44	432	242	137	185	104	1179	725	192	180	238	65	25	47	30	37	129
Halopolyspora	2	8	1	0	4	0	11	1	6	0	1	1	0	1	3	1	7	8	2	2	1	1	1	0	1	0	1
Thermobispora	0	10	0	0	2	2	20	3	10	3	1	4	0	2	6	0	16	8	1	3	2	2	0	0	0	1	5
Acidimicrobium	7	11	0	0	8	4	23	2	14	3	0	1	4	3	3	1	11	9	1	1	3	1	0	0	0	0	3
Ferrimicrobium	4	8	4	1	4	3	33	2	7	0	1	4	4	3	2	1	17	5	2	1	3	0	0	1	0	0	3
unclassified Acidimicrobiaceae	199	415	105	55	174	116	899	166	580	89	49	230	141	81	103	79	642	326	59	83	143	61	14	41	23	27	104
unclassified Iamiaceae	4	12	3	2	6	4	35	3	25	2	1	4	1	1	5	1	17	17	4	4	6	1	0	0	0	0	2
unclassified Acidimicrobiales	4	17	2	2	8	8	31	6	38	1	0	9	7	4	2	1	31	21	6	4	6	3	0	2	0	1	5
Candidatus Microthrix	48	107	20	7	39	21	191	24	141	23	10	30	27	16	21	14	73	58	11	19	50	13	4	11	2	12	28
unclassified Microthrixaceae	0	6	2	1	0	2	8	0	19	0	0	4	0	0	0	0	13	5	0	1	1	1	0	0	0	0	2
Ilumatobacter	5	27	3	9	4	1	32	4	21	6	0	15	8	3	3	0	26	15	2	3	5	0	0	0	1	1	4
unclassified Acidimicrobiia	44	95	20	6	44	39	205	31	159	27	4	93	49	16	18	11	138	101	19	21	25	31	3	8	1	15	20
Rubrobacter	13	26	4	5	7	11	74	15	43	7	3	24	19	13	18	2	84	49	24	13	7	1	0	0	2	2	6
Baekduia	4	5	0	0	1	3	19	2	12	0	0	11	1	3	3	1	91	11	1	4	4	0	0	0	0	1	0
Coriobacterium	6	34	8	1	20	12	186	12	53	13	2	29	9	4	11	3	75	52	6	16	14	7	1	2	0	1	6
unclassified Coriobacteriaceae	221	3200	828	371	4849	434	31321	1838	4559	1641	288	3191	314	421	950	386	4446	5638	929	673	867	903	46	333	132	41	295
Collinsella	704	19705	5190	1994	26823	2554	210598	12858	32876	9620	1357	25739	1124	3389	5419	2472	33375	44538	4879	5261	4430	3931	126	1634	455	102	1597
Coriobacteriaceae: environmental samples	288	1538	390	189	618	355	4561	562	3404	253	168	1085	360	265	430	210	2656	2830	312	449	483	168	36	73	26	55	296
unclassified Coriobacteriales	6	53	10	6	8	2	54	3	43	4	3	13	8	8	7	2	17	45	3	2	12	1	2	2	0	4	956
Atopobium	131	1287	182	74	265	306	3097	798	2195	92	73	783	123	54	117	79	1625	1098	79	129	193	59	19	46	8	17	73
Olsenella	265	1911	438	150	624	244	5580	1324	4305	240	144	1225	308	209	363	174	2708	2888	185	360	376	127	9	44	37	20	449
unclassified Atopobiaceae	27	132	28	12	29	40	464	61	393	39	8	123	31	22	34	15	261	279	23	38	49	11	5	2	3	7	43
Parolsenella	8	440	111	55	95	17	964	93	391	16	59	169	17	5	47	21	276	306	23	52	55	8	0	7	3	2	14
Denitrobacterium	18	97	18	7	21	36	197	27	212	15	4	73	19	12	18	14	147	189	19	26	17	10	3	4	0	6	13
Slackia	37	178	46	26	55	50	410	72	359	42	13	153	60	30	47	14	312	341	44	50	54	16	5	6	1	2	22
Eggerthella	211	401	73	52	442	194	2584	946	1884	418	42	515	261	217	265	119	1494	1786	293	147	446	77	31	27	18	25	149
Cryptobacterium	14	71	16	10	18	17	76	13	76	15	2	12	12	10	6	7	66	36	10	12	21	9	1	4	5	4	12
Enterorhabdus	6	60	12	5	18	10	147	16	131	7	3	54	7	8	20	5	130	149	9	23	13	7	1	3	0	0	12
Gordonibacter	20	131	22	14	51	52	434	35	304	27	10	120	18	21	45	8	230	335	27	51	48	19	3	3	1	2	38
unclassified Eggerthellaceae	29	79	23	10	31	37	222	39	226	28	7	71	24	21	38	10	133	176	36	27	35	22	2	3	3	5	26
Raoultibacter	36	196	44	20	93	65	589	59	395	46	29	169	60	39	86	13	168	451	54	62	43	17	3	5	0	4	49
Phoenicibacter	8	34	9	1	61	14	215	11	78	9	3	14	14	15	10	6	58	31	5	6	46	20	1	7	6	4	11
Arabia	8	65	12	12	15	19	162	19	150	7	7	57	5	13	27	9	99	148	6	18	10	2	0	1	0	2	9
unclassified Eggerthellales	15	51	11	7	7	23	81	9	82	12	5	16	22	9	18	10	72	55	29	6	23	9	2	11	0	5	8
unclassified Coriobacteriia	338	7156	1602	736	2832	620	21862	2815	7865	1428	543	2335	612	1970	1710	560	6494	8774	1174	1439	1151	162	63	131	120	95	460
Nitriliruptor	4	16	3	0	2	2	14	2	17	2	0	6	3	2	5	0	12	8	3	1	2	3	1	0	0	0	1
Euzebya	13	24	3	3	2	2	43	2	47	0	2	5	14	0	2	1	37	24	1	3	2	1	0	0	0	1	1
Egibacter	1	19	2	5	4	2	25	2	9	0	5	4	2	2	4	1	24	26	0	3	5	0	0	0	1	1	0
Solirubrobacter	4	34	8	3	6	3	46	13	44	4	4	12	5	6	4	3	54	59	4	8	11	2	0	1	0	0	4
unclassified Solirubrobacterales	28	96	12	7	15	19	104	17	130	8	9	63	18	7	12	12	122	67	7	11	19	3	2	1	2	1	12
Thermoleophilum	1	0	0	1	0	3	2	0	2	0	0	2	2	0	1	0	6	4	1	0	0	0	0	0	0	0	1
unclassified Thermoleophilia	3	11	4	1	2	1	31	4	29	6	2	4	5	7	5	1	17	18	1	1	7	0	1	2	0	0	3
unclassified Actinobacteria	63	201	46	25	75	49	400	83	330	32	9	145	68	41	35	31	336	227	40	66	71	17	4	9	7	9	39
Mycoplasma	13003	42087	15901	8635	4512	1088	4276	477	2582	919	1674	1500	10342	2658	1104	1303	6504	482	2034	277	3501	222	83	295	374	331	13352
Ureaplasma	16	46	12	5	16	17	27	9	32	18	5	1	12	9	5	5	43	8	12	4	7	7	4	1	5	3	11
Candidatus Hepatoplasma	87	51	24	11	16	9	26	69	52	22	2	4	37	13	7	6	31	1	7	0	16	2	2	4	1	5	8
unclassified Mycoplasmatales	8	18	5	2	43	10	72	4	13	7	3	5	12	8	3	2	20	0	3	4	5	2	2	1	1	0	3
unclassified Mollicutes	129	278	87	38	63	117	162	131	164	16	9	24	99	121	87	15	164	148	102	58	74	23	10	3	19	6	18
Spiroplasma	184	359	125	67	173	144	293	103	286	117	37	27	153	103	33	73	323	24	64	13	106	23	7	39	23	30	75
Entomoplasma	16	51	29	6	16	6	27	3	39	33	2	2	11	1	2	3	22	2	3	3	15	2	2	2	0	2	8
Mesoplasma	41	87	34	12	72	36	114	44	86	60	15	8	41	50	15	32	107	14	19	6	32	4	13	9	11	35	45
unclassified Entomoplasmatales	13	7	5	2	2	9	13	4	17	8	1	2	11	4	3	1	21	3	5	0	3	1	0	4	0	0	0
Acholeplasma	251	1014	356	220	837	254	634	160	279	223	59	13	536	440	88	83	415	31	177	38	157	44	7	26	8	35	140
Candidatus Phytoplasma	41	57	26	12	21	21	41	13	45	15	1	8	33	16	4	9	54	2	2	3	113	8	0	13	3	8	10
unclassified Acholeplasmataceae	215	144	39	22	103	37	158	36	137	40	7	11	156	43	5	5	142	10	13	6	38	3	6	10	2	11	20
unclassified Acholeplasmatales	131	323	105	62	71	136	156	1084	284	124	12	98	134	2369	1192	38	1086	447	1594	72	5748	170	9	20	126	42	349
Anaeroplasma	43	54	14	8	27	40	42	35	99	30	2	10	41	20	3	20	92	4	10	5	31	2	5	13	6	19	7
unclassified Tenericutes	219	121	28	12	49	56	92	26	176	27	10	18	145	30	9	10	90	17	18	9	27	9	4	4	3	20	25
Candidatus Izimaplasma	94	81	42	19	34	39	52	16	78	45	6	5	63	24	9	5	38	3	12	6	14	16	2	6	7	5	10
Candidatus Eremiobacter	4	3	1	2	0	4	11	5	7	1	0	4	3	1	0	0	8	8	0	1	0	0	0	1	0	3	0
unclassified Candidatus Eremiobacteraeota	68	226	48	19	77	44	370	45	209	46	12	86	67	18	47	25	255	198	25	52	66	34	13	6	5	7	24
Candidatus Dormibacter	2	6	2	0	0	3	7	1	6	2	1	4	2	2	0	0	9	1	0	1	0	0	0	9	0	0	3
Nitrospina	35	61	14	1	20	14	84	17	57	12	5	11	30	7	1	21	44	22	6	13	17	2	4	8	5	13	16
unclassified Nitrospinaceae	9	54	9	3	9	12	42	16	23	5	1	24	10	5	2	4	28	10	2	10	10	2	0	3	2	2	6
unclassified Nitrospinae	45	98	18	14	38	34	108	20	111	30	6	9	39	26	15	19	96	27	23	12	41	8	3	5	2	9	17
unclassified Candidatus Tectomicrobia	0	17	2	3	3	3	21	1	13	3	1	3	1	3	2	0	11	27	3	3	3	2	0	0	0	0	1
Caldisericum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
unclassified Caldiserica	38	24	5	2	2	4	10	5	52	16	2	4	19	6	2	0	39	9	2	1	7	4	1	3	1	0	2
Candidatus Cryosericum	3	36	2	4	5	4	63	2	9	1	2	3	3	3	1	2	8	5	2	3	6	2	0	0	1	1	3
unclassified Candidatus Bipolaricaulota	13	34	5	4	11	12	42	16	32	2	0	21	14	10	6	2	24	24	4	8	15	5	0	1	2	0	7
Candidatus Bipolaricaulis	0	1	1	0	0	1	2	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
unclassified Aminicenantes	90	202	61	41	75	78	265	62	220	69	10	75	60	34	39	29	239	117	53	41	64	20	11	22	11	13	27
unclassified Atribacteria	61	104	30	18	52	55	103	31	145	57	9	20	52	50	9	20	100	28	26	15	53	8	13	14	11	25	20
unclassified Saccharibacteria	327	296	60	35	150	88	377	99	359	46	11	37	236	39	55	31	363	72	66	51	68	57	17	15	9	55	36
unclassified Candidatus Sumerlaeota	16	21	4	0	15	28	50	6	24	3	4	8	10	16	1	3	18	5	1	10	7	3	0	0	0	2	11
Candidatus Methylomirabilis	4	8	1	3	7	0	22	1	4	1	0	7	6	3	1	2	10	11	2	1	5	6	0	2	0	0	6
unclassified candidate division NC10	0	5	1	0	0	0	1	1	4	0	0	2	3	1	1	2	5	4	1	0	2	1	0	1	1	0	0
unclassified Calescamantes	2	8	0	2	0	3	1	1	10	3	0	1	0	3	0	0	2	0	5	0	2	1	0	0	0	1	1
unclassified Candidatus Peribacteria	8	49	5	2	10	9	33	6	32	7	2	11	11	7	9	11	104	21	10	4	15	0	1	9	2	7	9
Candidatus Peribacter	2	18	12	3	6	5	19	0	9	1	2	4	3	2	2	8	50	5	1	2	8	2	0	1	1	0	2
unclassified Candidatus Peregrinibacteria	73	156	59	25	56	55	190	55	156	37	18	25	82	45	28	18	136	79	36	30	61	14	21	14	10	21	79
unclassified Bacteria candidate phyla	22325	34214	6243	3864	4117	92	12004	86	14889	192	771	3435	11025	7041	884	2078	65440	1557	1345	262	18325	148	5	22	524	1597	47
Bacteroidetes: environmental samples	1298	2134	441	191	1896	1336	5311	908	3835	1006	371	723	909	994	839	670	3785	1638	1067	907	1263	512	196	395	153	398	474
unclassified Flavobacteriia	134	140	25	14	48	36	145	137	239	84	27	21	104	35	28	28	162	48	37	19	41	56	13	17	9	69	46
Blattabacterium	187	156	41	19	59	33	93	41	106	45	18	15	153	33	12	22	176	20	19	9	26	11	3	7	2	21	28
Flavobacterium	1963	2635	773	445	1390	1118	2830	817	2998	1427	395	382	1245	833	373	657	2811	526	568	358	1279	433	204	449	240	539	648
Weeksella	9	16	3	2	10	10	15	12	34	4	1	0	4	9	4	3	26	2	8	3	15	2	3	5	0	3	7
Capnocytophaga	562	493	93	56	294	236	624	204	617	184	85	149	345	175	88	174	692	99	126	92	226	93	27	117	55	106	114
Ornithobacterium	64	38	15	6	40	21	122	7	73	10	0	8	28	30	3	4	36	9	13	22	18	5	0	28	1	4	7
Riemerella	36	72	21	11	34	38	67	14	91	58	11	6	30	40	14	37	95	16	29	14	20	9	5	27	46	8	21
Psychroserpens	19	35	9	4	12	13	19	10	33	25	0	6	26	9	7	11	42	3	3	1	5	5	5	2	0	15	21
Gelidibacter	54	49	21	4	25	26	78	24	72	41	5	21	32	24	9	11	83	10	12	15	19	18	10	12	2	12	22
Polaribacter	374	400	127	62	144	191	216	102	348	210	49	45	268	98	52	85	287	33	79	64	141	66	23	44	22	55	95
Chryseobacterium	1498	1650	443	254	1242	832	2710	727	2413	849	313	320	908	573	413	506	2183	445	516	312	847	280	200	350	149	465	515
Empedobacter	20	169	25	19	196	190	207	249	126	133	14	42	15	70	13	13	90	50	15	11	57	7	3	18	10	10	32
Bergeyella	39	51	25	10	23	31	56	9	100	11	4	13	14	27	24	2	73	41	32	32	13	4	1	4	2	2	38
unclassified Flavobacteriaceae	854	808	277	166	401	362	1018	281	1138	406	207	178	525	324	216	238	1008	214	265	194	468	153	106	200	106	231	251
Myroides	133	235	73	37	149	55	264	127	261	78	40	22	101	100	29	70	319	46	60	26	109	41	14	68	19	27	46
Psychroflexus	7	21	6	2	12	6	18	3	21	19	9	2	7	4	4	7	19	3	3	2	3	3	0	8	33	3	7
Cellulophaga	230	117	36	25	84	51	177	30	153	36	19	26	148	42	15	28	129	17	24	24	41	19	25	15	12	16	34
Tenacibaculum	296	425	129	87	230	182	342	180	444	214	69	47	212	126	54	111	394	35	84	41	172	60	35	82	34	81	101
Muricauda	167	215	33	25	90	75	294	66	230	49	27	42	95	98	40	46	420	78	51	64	65	34	14	19	15	12	40
Zobellia	17	31	12	3	12	26	48	25	69	12	2	9	8	8	6	5	30	14	10	7	20	3	0	3	3	3	7
Salegentibacter	139	206	54	24	129	76	261	46	245	69	27	34	109	114	15	45	144	39	29	37	81	29	35	30	4	22	45
Aequorivita	106	187	35	25	83	84	240	70	160	44	29	24	95	49	30	39	229	46	32	41	66	20	11	34	20	103	42
Arenibacter	129	188	38	30	128	95	329	77	222	64	18	32	85	63	36	35	216	47	47	58	66	43	13	32	23	24	49
Croceibacter	9	38	9	4	21	16	27	19	31	8	9	21	8	6	3	4	35	3	8	6	22	6	0	2	0	2	4
Kordia	13	27	9	5	22	21	22	8	17	8	7	2	8	16	5	5	19	8	15	3	6	7	2	11	3	39	9
Formosa	73	76	15	23	30	18	55	24	96	31	20	8	62	24	7	19	88	5	12	14	25	16	3	14	2	14	32
Mesonia	107	73	16	10	31	22	52	11	38	12	9	8	81	12	7	17	115	8	4	6	25	12	9	13	7	27	25
Gillisia	85	52	13	7	25	16	25	13	50	18	3	11	55	20	7	6	26	6	9	14	11	8	4	8	7	14	25
Robiginitalea	7	53	14	7	19	13	33	7	37	11	5	14	8	8	5	9	48	14	1	3	9	1	2	4	1	2	7
Maribacter	410	338	99	59	182	131	415	119	377	117	31	47	259	86	76	94	548	79	111	65	124	50	21	44	23	64	95
Algibacter	60	120	43	8	105	44	199	33	152	57	13	14	56	75	24	55	186	23	44	12	43	27	13	21	5	16	55
Leeuwenhoekiella	66	84	20	8	91	51	241	46	148	55	8	19	24	22	19	35	96	54	31	20	40	51	6	10	6	14	64
Bizionia	29	66	11	20	11	6	18	9	19	4	8	5	28	8	0	16	51	1	1	3	13	1	1	3	1	4	8
Winogradskyella	150	167	41	23	88	90	161	107	193	77	22	21	114	68	25	57	167	26	35	28	77	31	15	24	9	37	40
Yeosuana	8	21	4	2	57	8	67	10	26	5	2	2	5	16	2	3	20	0	1	5	42	2	1	3	2	15	1
Aquimarina	233	253	108	58	112	74	205	80	274	134	25	31	137	76	37	44	197	39	51	26	122	40	26	33	26	83	75
Lacinutrix	67	41	10	5	30	18	66	11	107	61	11	15	58	74	3	66	76	7	8	5	38	10	3	101	24	8	17
Gramella	93	113	26	13	38	55	83	32	116	42	11	22	52	31	16	26	126	21	31	26	46	15	8	21	17	12	43
Elizabethkingia	64	183	42	29	69	48	152	52	236	72	26	57	57	37	20	41	240	20	22	17	76	16	17	42	8	19	29
Gaetbulibacter	12	49	11	4	31	22	69	25	56	8	13	12	16	11	3	7	25	1	8	2	10	8	1	5	2	6	8
Dokdonia	83	56	10	8	22	26	75	10	89	67	11	12	47	17	13	30	93	23	12	9	33	6	9	11	5	19	20
Olleya	12	59	13	14	38	22	58	132	60	36	9	9	15	14	5	26	81	9	17	4	15	7	0	8	2	8	15
Lutibacter	97	126	37	21	103	63	151	92	156	75	18	21	77	47	26	41	180	28	51	14	64	27	9	35	44	28	52
Nonlabens	154	122	33	8	82	79	197	67	216	66	9	25	105	69	31	63	167	29	26	23	83	39	21	21	12	38	27
Flaviramulus	10	27	7	1	19	10	72	16	39	21	1	2	13	1	2	7	31	2	4	2	8	0	5	7	2	5	28
Gilvibacter	3	5	1	1	7	1	33	5	10	3	2	1	2	6	6	8	41	14	4	1	10	2	1	5	1	1	6
Sediminicola	16	34	7	9	14	21	48	14	34	15	2	5	6	15	1	1	28	7	7	16	17	9	3	6	0	4	4
Tamlana	18	31	6	9	5	7	5	3	11	5	2	5	12	2	2	10	28	4	4	0	8	2	0	6	2	2	1
Zunongwangia	2	405	1	0	6	2	2	1	3	1	1	1	1	2	1	2	326	3	2	0	1	0	0	2	4	1	3
Mesoflavibacter	130	48	15	5	36	12	95	51	60	9	6	3	89	5	25	6	65	6	26	4	45	6	0	6	2	8	12
Flagellimonas	115	66	24	5	17	29	42	14	82	11	5	4	77	17	25	6	56	25	20	23	29	19	5	3	0	4	13
Joostella	110	29	25	2	14	9	26	6	24	3	3	5	69	17	2	3	14	1	3	3	5	1	0	8	2	4	8
Mariniflexile	196	110	21	12	27	23	78	23	85	33	18	6	126	26	19	43	157	17	23	8	79	20	9	16	20	16	25
Zhouia	15	47	4	3	19	16	51	9	31	17	16	7	10	12	1	11	58	3	2	6	12	2	0	22	0	2	8
Kriegella	14	24	8	4	13	22	26	2	37	4	5	4	8	23	1	15	35	4	3	4	14	4	1	11	2	3	4
Pseudozobellia	19	47	8	9	22	9	89	35	39	17	32	12	7	16	13	21	45	19	9	2	28	14	4	15	11	3	3
